Advertiser ID,Advertiser Name,Primary Region,Membership Status,Datafeed Format,Feed ID,Feed Name,Language,Vertical,Last Imported,Last Checked,No of products,URL
"54779","KS Cycling DE","DE","Not Joined","Awin","86484","Alle Produkte","German","","2026-05-15 15:14:34","2026-06-13 14:01:23","921","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/86484/format/csv/language/de/delimiter/%2C/compression/gzip/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Cdelivery_cost%2Cstock_quantity%2Cproduct_GTIN/"
"54305","Cocktail Crates","GB","Not Joined","Awin","86602","Cocktail Crates","English","","2026-06-12 13:02:58","2026-06-13 13:01:55","111","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/86602/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Cdelivery_cost%2Cproduct_type%2Ccolour/"
"49101","Kokoso Baby","GB","Not Joined","Awin","86739","Awin Feed","English","","2026-06-13 14:22:26","2026-06-13 14:22:23","26","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/86739/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Cdelivery_cost%2Cproduct_type%2Ccolour/"
"55601","Vegairoa","ES","Not Joined","Awin","86879","Predeterminado","Spanish","","2026-05-15 15:14:57","","32","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/86879/format/csv/language/es/delimiter/%2C/compression/gzip/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price/"
"57285","garden sanctuary.","GB","Not Joined","Awin","86899","Awinfeed","English","Group Buying","2026-06-13 14:11:30","2026-06-13 14:11:25","1021","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/86899/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Cdelivery_cost%2Ccolour%2Cmerchant_product_second_category%2Cproduct_GTIN/"
"58269","Sportlädchen DE","DE","Not Joined","Awin","87197","Default","German","","2026-06-13 11:09:55","2026-06-13 11:09:50","1796","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/87197/format/csv/language/de/delimiter/%2C/compression/gzip/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cproduct_name%2Cdescription%2Cspecifications%2Cmerchant_deep_link%2Cmerchant_image_url%2Ccurrency%2Csearch_price%2Cdelivery_cost%2Cin_stock%2Ccondition/"
"57469","Woodstore24 FR","FR","Not Joined","Awin","87242","Awin FR","French","","2026-06-06 00:02:35","2026-06-13 13:01:30","269","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/87242/format/csv/language/fr/delimiter/%2C/compression/gzip/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cupc%2Cean%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Ccustom_2%2Ccustom_3%2Ccustom_4/"
"58623","HOMO NATURALS","ES","Not Joined","Awin","87441","Mulwi app Shopping feed","Spanish","","2026-06-13 12:11:35","2026-06-13 12:11:31","145","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/87441/format/csv/language/es/delimiter/%2C/compression/gzip/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Cdelivery_time%2Csearch_price%2Cdelivery_cost%2Cproduct_type%2Ccolour/"
"46471","Natura Siberica","GB","Not Joined","Awin","88060","Default","English","","2026-05-15 15:16:28","","189","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88060/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cproduct_name%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Calternate_image%2Cproduct_short_description%2Cmerchant_product_category_path%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four/"
"496","Tooled Up","GB","Not Joined","Awin","88907","Brand - ARS","English","","2026-06-13 06:01:59","2026-06-13 06:01:55","141","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88907/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88909","Brand - Milwaukee","English","","2026-06-13 06:02:27","2026-06-13 06:02:22","792","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88909/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88910","Brand - Einhell","English","","2026-06-13 06:02:34","2026-06-13 06:02:29","1135","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88910/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88912","Brand - Webb","English","","2026-06-13 06:02:20","2026-06-13 06:02:16","170","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88912/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88913","Brand - Greenworks","English","","2026-06-11 06:02:32","2026-06-13 06:01:28","87","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88913/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88915","Brand - Handy","English","","2026-06-13 06:01:24","2026-06-13 06:01:20","142","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88915/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88916","Brand - Wera","English","","2026-06-12 06:01:41","2026-06-13 06:02:08","1955","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88916/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"25962","BlazeVideo DE","DE","Not Joined","Awin","88951","BlazeVideo DE (shopping 24h)","German","","2026-05-15 15:17:00","2025-11-25 15:01:14","11","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88951/format/csv/language/de/delimiter/%2C/compression/gzip/columns/aw_deep_link%2Cproduct_name%2Caw_product_id%2Cmerchant_product_id%2Cmerchant_image_url%2Cdescription%2Cmerchant_category%2Csearch_price%2Cmerchant_name%2Cmerchant_id%2Ccategory_name%2Ccategory_id%2Caw_image_url%2Ccurrency%2Cstore_price%2Cdelivery_cost%2Cmerchant_deep_link%2Clanguage%2Clast_updated%2Cbrand_name%2Cbrand_id%2Ccolour%2Cproduct_short_description%2Cspecifications%2Ccondition%2Cproduct_model%2Cmodel_number%2Cdimensions%2Ckeywords%2Cpromotional_text%2Cproduct_type%2Ccommission_group%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Crrp_price%2Csaving%2Csavings_percent%2Cbase_price%2Cbase_price_amount%2Cbase_price_text%2Cproduct_price_old%2Cdelivery_restrictions%2Cdelivery_weight%2Cwarranty%2Cterms_of_contract%2Cdelivery_time%2Cin_stock%2Cstock_quantity%2Cvalid_from%2Cvalid_to%2Cis_for_sale%2Cweb_offer%2Cpre_order%2Cstock_status%2Csize_stock_status%2Csize_stock_amount%2Cmerchant_thumb_url%2Clarge_image%2Calternate_image%2Caw_thumb_url%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four%2Creviews%2Caverage_rating%2Crating%2Cnumber_available%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Ccustom_5%2Ccustom_6%2Ccustom_7%2Ccustom_8%2Ccustom_9%2Cean%2Cisbn%2Cupc%2Cmpn%2Cparent_product_id%2Cproduct_GTIN%2Cbasket_link/"
"496","Tooled Up","GB","Not Joined","Awin","88957","Brand - Hozelock","English","","2026-06-13 06:02:05","2026-06-13 06:02:01","241","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88957/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88959","Brand - Siegen","English","","2026-06-13 06:01:53","2026-06-13 06:01:47","426","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88959/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88960","Brand - Snickers","English","","2026-06-05 06:01:27","2026-06-13 06:01:09","40","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88960/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88961","Brand - Solo","English","","2026-06-10 06:01:31","2026-06-13 06:01:26","12","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88961/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cproduct_price_old%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88962","Brand - Steinel","English","","2026-06-08 06:01:38","2026-06-13 06:01:27","46","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88962/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88963","Brand - Town & Country","English","","2026-06-13 06:01:18","2026-06-13 06:01:14","231","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88963/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"496","Tooled Up","GB","Not Joined","Awin","88968","Brand - Karcher Pro","English","","2026-06-13 06:01:33","2026-06-13 06:01:28","340","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/88968/format/csv/language/en/delimiter/%2C/compression/gzip/adultcontent/1/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cean%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Crrp_price%2Cdelivery_cost%2Cin_stock%2Cstock_status/"
"66486","BlazeVideo FR","FR","Not Joined","Awin","89088","BlazeVideo France Top-Selling","French","","2026-06-13 05:01:16","2026-06-13 06:49:34","6","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/89088/format/csv/language/fr/delimiter/%2C/compression/gzip/columns/aw_deep_link%2Cproduct_name%2Caw_product_id%2Cmerchant_product_id%2Cmerchant_image_url%2Cdescription%2Cmerchant_category%2Csearch_price%2Cmerchant_name%2Cmerchant_id%2Ccategory_name%2Ccategory_id%2Caw_image_url%2Ccurrency%2Cstore_price%2Cdelivery_cost%2Cmerchant_deep_link%2Clanguage%2Clast_updated%2Cbrand_name%2Cbrand_id%2Ccolour%2Cproduct_short_description%2Cspecifications%2Ccondition%2Cproduct_model%2Cmodel_number%2Cdimensions%2Ckeywords%2Cpromotional_text%2Cproduct_type%2Ccommission_group%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Crrp_price%2Csaving%2Csavings_percent%2Cbase_price%2Cbase_price_amount%2Cbase_price_text%2Cproduct_price_old%2Cdelivery_restrictions%2Cdelivery_weight%2Cwarranty%2Cterms_of_contract%2Cdelivery_time%2Cin_stock%2Cstock_quantity%2Cvalid_from%2Cvalid_to%2Cis_for_sale%2Cweb_offer%2Cpre_order%2Cstock_status%2Csize_stock_status%2Csize_stock_amount%2Cmerchant_thumb_url%2Clarge_image%2Calternate_image%2Caw_thumb_url%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four%2Creviews%2Caverage_rating%2Crating%2Cnumber_available%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Ccustom_5%2Ccustom_6%2Ccustom_7%2Ccustom_8%2Ccustom_9%2Cean%2Cisbn%2Cupc%2Cmpn%2Cparent_product_id%2Cproduct_GTIN%2Cbasket_link/"
"66486","BlazeVideo FR","FR","Not Joined","Awin","89124","BlazeVideo France idealo - feed price comparison","French","","2026-06-13 12:01:11","2026-06-13 16:15:34","18","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/89124/format/csv/language/fr/delimiter/%2C/compression/gzip/columns/aw_deep_link%2Cproduct_name%2Caw_product_id%2Cmerchant_product_id%2Cmerchant_image_url%2Cdescription%2Cmerchant_category%2Csearch_price%2Cmerchant_name%2Cmerchant_id%2Ccategory_name%2Ccategory_id%2Caw_image_url%2Ccurrency%2Cstore_price%2Cdelivery_cost%2Cmerchant_deep_link%2Clanguage%2Clast_updated%2Cbrand_name%2Cbrand_id%2Ccolour%2Cproduct_short_description%2Cspecifications%2Ccondition%2Cproduct_model%2Cmodel_number%2Cdimensions%2Ckeywords%2Cpromotional_text%2Cproduct_type%2Ccommission_group%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Crrp_price%2Csaving%2Csavings_percent%2Cbase_price%2Cbase_price_amount%2Cbase_price_text%2Cproduct_price_old%2Cdelivery_restrictions%2Cdelivery_weight%2Cwarranty%2Cterms_of_contract%2Cdelivery_time%2Cin_stock%2Cstock_quantity%2Cvalid_from%2Cvalid_to%2Cis_for_sale%2Cweb_offer%2Cpre_order%2Cstock_status%2Csize_stock_status%2Csize_stock_amount%2Cmerchant_thumb_url%2Clarge_image%2Calternate_image%2Caw_thumb_url%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four%2Creviews%2Caverage_rating%2Crating%2Cnumber_available%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Ccustom_5%2Ccustom_6%2Ccustom_7%2Ccustom_8%2Ccustom_9%2Cean%2Cisbn%2Cupc%2Cmpn%2Cparent_product_id%2Cproduct_GTIN%2Cbasket_link/"
"66486","BlazeVideo FR","FR","Not Joined","Awin","89252","BlazeVideo FR (shopping 24h)","French","","2026-06-11 05:01:10","2026-06-11 05:01:05","3","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/89252/format/csv/language/fr/delimiter/%2C/compression/gzip/columns/aw_deep_link%2Cproduct_name%2Caw_product_id%2Cmerchant_product_id%2Cmerchant_image_url%2Cdescription%2Cmerchant_category%2Csearch_price%2Cmerchant_name%2Cmerchant_id%2Ccategory_name%2Ccategory_id%2Caw_image_url%2Ccurrency%2Cstore_price%2Cdelivery_cost%2Cmerchant_deep_link%2Clanguage%2Clast_updated%2Cbrand_name%2Cbrand_id%2Ccolour%2Cproduct_short_description%2Cspecifications%2Ccondition%2Cproduct_model%2Cmodel_number%2Cdimensions%2Ckeywords%2Cpromotional_text%2Cproduct_type%2Ccommission_group%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Crrp_price%2Csaving%2Csavings_percent%2Cbase_price%2Cbase_price_amount%2Cbase_price_text%2Cproduct_price_old%2Cdelivery_restrictions%2Cdelivery_weight%2Cwarranty%2Cterms_of_contract%2Cdelivery_time%2Cin_stock%2Cstock_quantity%2Cvalid_from%2Cvalid_to%2Cis_for_sale%2Cweb_offer%2Cpre_order%2Cstock_status%2Csize_stock_status%2Csize_stock_amount%2Cmerchant_thumb_url%2Clarge_image%2Calternate_image%2Caw_thumb_url%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four%2Creviews%2Caverage_rating%2Crating%2Cnumber_available%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Ccustom_5%2Ccustom_6%2Ccustom_7%2Ccustom_8%2Ccustom_9%2Cean%2Cisbn%2Cupc%2Cmpn%2Cparent_product_id%2Cproduct_GTIN%2Cbasket_link/"
"66486","BlazeVideo FR","FR","Not Joined","Awin","89534","BlazeVideo France","French","","2026-06-13 06:01:27","2026-06-13 07:31:23","20","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/89534/format/csv/language/fr/delimiter/%2C/compression/gzip/columns/aw_deep_link%2Cproduct_name%2Caw_product_id%2Cmerchant_product_id%2Cmerchant_image_url%2Cdescription%2Cmerchant_category%2Csearch_price%2Cmerchant_name%2Cmerchant_id%2Ccategory_name%2Ccategory_id%2Caw_image_url%2Ccurrency%2Cstore_price%2Cdelivery_cost%2Cmerchant_deep_link%2Clanguage%2Clast_updated%2Cbrand_name%2Cbrand_id%2Ccolour%2Cproduct_short_description%2Cspecifications%2Ccondition%2Cproduct_model%2Cmodel_number%2Cdimensions%2Ckeywords%2Cpromotional_text%2Cproduct_type%2Ccommission_group%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Crrp_price%2Csaving%2Csavings_percent%2Cbase_price%2Cbase_price_amount%2Cbase_price_text%2Cproduct_price_old%2Cdelivery_restrictions%2Cdelivery_weight%2Cwarranty%2Cterms_of_contract%2Cdelivery_time%2Cin_stock%2Cstock_quantity%2Cvalid_from%2Cvalid_to%2Cis_for_sale%2Cweb_offer%2Cpre_order%2Cstock_status%2Csize_stock_status%2Csize_stock_amount%2Cmerchant_thumb_url%2Clarge_image%2Calternate_image%2Caw_thumb_url%2Calternate_image_two%2Calternate_image_three%2Calternate_image_four%2Creviews%2Caverage_rating%2Crating%2Cnumber_available%2Ccustom_1%2Ccustom_2%2Ccustom_3%2Ccustom_4%2Ccustom_5%2Ccustom_6%2Ccustom_7%2Ccustom_8%2Ccustom_9%2Cean%2Cisbn%2Cupc%2Cmpn%2Cparent_product_id%2Cproduct_GTIN%2Cbasket_link/"
"38874","Bazta NL","NL","Not Joined","Awin","89758","Awin - Full","Dutch","","2026-06-13 16:14:28","2026-06-13 16:14:16","8631","https://productdata.awin.com/datafeed/download/apikey/fa0ea60ea5f17aca3a0224f06ab4d131/fid/89758/format/csv/language/nl/delimiter/%2C/compression/gzip/columns/data_feed_id%2Cmerchant_id%2Cmerchant_name%2Caw_product_id%2Caw_deep_link%2Caw_image_url%2Caw_thumb_url%2Ccategory_id%2Ccategory_name%2Cbrand_id%2Cbrand_name%2Cmerchant_product_id%2Cmerchant_category%2Cmpn%2Cproduct_name%2Cdescription%2Cmerchant_deep_link%2Cmerchant_image_url%2Csearch_price%2Cdelivery_cost%2Cweb_offer%2Cpre_order%2Cstock_quantity%2Cis_for_sale%2Ccondition%2Ccommission_group%2Ccolour%2Ccustom_1%2Ccustom_2%2Calternate_image%2Cmerchant_product_category_path%2Cmerchant_product_second_category%2Cmerchant_product_third_category%2Cstock_status%2Cproduct_GTIN/"
